Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\Platforms\Windows\App.xaml.cs,21,8,T:Microsoft.Maui.Hosting.MauiApp,,,,,protected override MauiApp CreateMauiApp()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\Platforms\Windows\App.xaml.cs,21,54,T:Microsoft.Maui.Hosting.MauiApp,,,,,MauiProgram.CreateMauiApp()
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\Platforms\Windows\App.xaml.cs,16,8,M:Microsoft.Maui.MauiWinUIApplication.#ctor,,,,,public App()          {              this.InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\Platforms\Windows\App.xaml.cs,16,8,M:Microsoft.Maui.MauiWinUIApplication.#ctor,,,,,public App()          {              this.InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\Platforms\Windows\App.xaml.cs,10,31,T:Microsoft.Maui.MauiWinUIApplication,,,,,MauiWinUIApplication
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\MainPage.xaml.sg.cs,27,3,T:Microsoft.Maui.Controls.NameScopeExtensions,,,,,"blazorWebView = global::Microsoft.Maui.Controls.NameScopeExtensions.FindByName<global::Microsoft.AspNetCore.Components.WebView.Maui.BlazorWebView>(this, ""blazorWebView"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\MainPage.xaml.sg.cs,27,3,"M:Microsoft.Maui.Controls.NameScopeExtensions.FindByName``1(Microsoft.Maui.Controls.Element,System.String)",,,,,"blazorWebView = global::Microsoft.Maui.Controls.NameScopeExtensions.FindByName<global::Microsoft.AspNetCore.Components.WebView.Maui.BlazorWebView>(this, ""blazorWebView"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\MainPage.xaml.sg.cs,26,3,T:Microsoft.Maui.Controls.Xaml.Extensions,,,,,"global::Microsoft.Maui.Controls.Xaml.Extensions.LoadFromXaml(this, typeof(MainPage));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MainPage.xaml.cs,4,8,M:Microsoft.Maui.Controls.ContentPage.#ctor,,,,,public MainPage()          {              InitializeComponent();          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MainPage.xaml.cs,4,8,M:Microsoft.Maui.Controls.ContentPage.#ctor,,,,,public MainPage()          {              InitializeComponent();          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MainPage.xaml.cs,2,36,T:Microsoft.Maui.Controls.ContentPage,,,,,ContentPage
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,9,4,T:Microsoft.Maui.Hosting.MauiApp,,,,,public static MauiApp CreateMauiApp()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,76,8,T:Microsoft.Maui.Hosting.MauiApp,,,,,return builder.Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,76,8,M:Microsoft.Maui.Hosting.MauiAppBuilder.Build,,,,,return builder.Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,42,8,P:Microsoft.Maui.Hosting.MauiAppBuilder.Services,,,,,"builder.Services              .AddOptionABootstrapBlog(config =>              {                  config.PostTitleClass = ""text-center opta-header"";                  config.HeaderTagContainerClass = ""text-center"";                  config.PostDateClass = ""text-center fst-italic"";                  config.PostSubtitleClass = ""text-center"";                  config.TagClass = ""opta-tag px-2 py-1 mx-1"";                })              .AddOptionABootstrapBlogBuilder(config =>              {                  config.ComponentButtonOptions = new()                  {                      [ContentType.Paragraph] = IconButton(""bi bi-paragraph""),                      [ContentType.Header] = IconButton(""bi bi-type-h2""),                      [ContentType.Code] = IconButton(""bi bi-code-slash""),                      [ContentType.Quote] = IconButton(""bi bi-chat-left-quote""),                      [ContentType.Image] = IconButton(""bi bi-image""),                      [ContentType.Frame] = IconButton(""bi bi-window""),                      [ContentType.List] = IconButton(""bi bi-list-ul""),                      [ContentType.Table] = IconButton(""bi bi-table"")                  };                  if (config.PostBuilderOptions is not null && config.PostBuilderOptions.TryGetValue(BuilderType.ComponentBar, out var componentBar))                  {                      componentBar.Class += "" top-60"";                  }                  if (config.PostBuilderOptions is not null && config.PostBuilderOptions.TryGetValue(BuilderType.ComponentContent, out var component))                  {                      component.AdditionalAttributes ??= [];                      component.AdditionalAttributes[""draggable""] = null;                  }              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,26,8,P:Microsoft.Maui.Hosting.MauiAppBuilder.Services,,,,,"builder.Services              .AddOptionABootstrapComponents(darkMode: true, configuration: options =>              {                  options.CarouselConfiguration = (carousel) =>                  {                      carousel.AutoPlayText = ""Autoplay"";                  };                  options.MenuConfiguration = (menu) =>                  {                      menu.OpenGroupOnMouseOver = true;                      menu.GroupCloseTime = 250;                      menu.DefaultMenuContainerClass += "" opta-bg ps-2 sticky-top"";                      menu.DefaultDropdownClass = ""opta-bg opta-dropdown"";                      menu.DefaultMenuItemClass += "" opta-menu-item"";                  };              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,23,2,P:Microsoft.Maui.Hosting.MauiAppBuilder.Logging,,,,,builder.Logging.AddDebug();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,22,2,P:Microsoft.Maui.Hosting.MauiAppBuilder.Services,,,,,builder.Services.AddBlazorWebViewDeveloperTools();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,19,8,P:Microsoft.Maui.Hosting.MauiAppBuilder.Services,,,,,builder.Services.AddMauiBlazorWebView();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,16,16,T:Microsoft.Maui.Hosting.FontCollectionExtensions,,,,,"fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,16,16,T:Microsoft.Maui.Hosting.IFontCollection,,,,,"fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,16,16,"M:Microsoft.Maui.Hosting.FontCollectionExtensions.AddFont(Microsoft.Maui.Hosting.IFontCollection,System.String,System.String)",,,,,"fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,12,8,T:Microsoft.Maui.Controls.Hosting.AppHostBuilderExtensions,,,,,"builder              .UseMauiApp<App>()              .ConfigureFonts(fonts =>              {                  fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,12,8,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,"builder              .UseMauiApp<App>()              .ConfigureFonts(fonts =>              {                  fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,12,8,M:Microsoft.Maui.Controls.Hosting.AppHostBuilderExtensions.UseMauiApp``1(Microsoft.Maui.Hosting.MauiAppBuilder),,,,,"builder              .UseMauiApp<App>()              .ConfigureFonts(fonts =>              {                  fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,12,8,T:Microsoft.Maui.Hosting.FontsMauiAppBuilderExtensions,,,,,"builder              .UseMauiApp<App>()              .ConfigureFonts(fonts =>              {                  fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,12,8,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,"builder              .UseMauiApp<App>()              .ConfigureFonts(fonts =>              {                  fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,12,8,"M:Microsoft.Maui.Hosting.FontsMauiAppBuilderExtensions.ConfigureFonts(Microsoft.Maui.Hosting.MauiAppBuilder,System.Action{Microsoft.Maui.Hosting.IFontCollection})",,,,,"builder              .UseMauiApp<App>()              .ConfigureFonts(fonts =>              {                  fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,11,8,T:Microsoft.Maui.Hosting.MauiApp,,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,11,8,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\MauiProgram.cs,11,8,M:Microsoft.Maui.Hosting.MauiApp.CreateBuilder(System.Boolean),,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\App.xaml.sg.cs,22,3,T:Microsoft.Maui.Controls.Xaml.Extensions,,,,,"global::Microsoft.Maui.Controls.Xaml.Extensions.LoadFromXaml(this, typeof(App));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\App.xaml.cs,9,8,T:Microsoft.Maui.IActivationState,,,,,protected override Window CreateWindow(IActivationState? activationState)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\App.xaml.cs,9,8,T:Microsoft.Maui.Controls.Window,,,,,protected override Window CreateWindow(IActivationState? activationState)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\App.xaml.cs,11,12,P:Microsoft.Maui.Controls.Window.Title,,,,,"return new Window(new MainPage()) { Title = ""OptionA.Blazor.Maui.Test"" };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\App.xaml.cs,11,12,T:Microsoft.Maui.Controls.Window,,,,,"return new Window(new MainPage()) { Title = ""OptionA.Blazor.Maui.Test"" };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\App.xaml.cs,11,12,M:Microsoft.Maui.Controls.Window.#ctor(Microsoft.Maui.Controls.Page),,,,,"return new Window(new MainPage()) { Title = ""OptionA.Blazor.Maui.Test"" };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\App.xaml.cs,4,8,M:Microsoft.Maui.Controls.Application.#ctor,,,,,public App()          {              InitializeComponent();          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\App.xaml.cs,4,8,M:Microsoft.Maui.Controls.Application.#ctor,,,,,public App()          {              InitializeComponent();          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OptionA.Blazor.Maui.Test\OptionA.Blazor.Maui.Test.csproj,File,OptionA.Blazor.Maui.Test\App.xaml.cs,2,31,T:Microsoft.Maui.Controls.Application,,,,,Application
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,OptionA.Blazor.Storage.Contracts\OptionA.Blazor.Storage.Contracts.csproj,File,OptionA.Blazor.Storage.Contracts\OptionA.Blazor.Storage.Contracts.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.1,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.1  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,OptionA.Blazor.Storage.Contracts\OptionA.Blazor.Storage.Contracts.csproj,File,OptionA.Blazor.Storage.Contracts\OptionA.Blazor.Storage.Contracts.csproj,,,System.Text.Json 9.0.1,,,,,"System.Text.Json, 9.0.1  Recommendation:  Remove System.Text.Json, and replace with new package System.Text.Json 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,OptionA.Blazor.Storage\OptionA.Blazor.Storage.csproj,File,OptionA.Blazor.Storage\OptionA.Blazor.Storage.csproj,,,Microsoft.AspNetCore.Components.Web 9.0.1,,,,,"Microsoft.AspNetCore.Components.Web, 9.0.1  Recommendation:  Remove Microsoft.AspNetCore.Components.Web, and replace with new package Microsoft.AspNetCore.Components.Web 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,OptionA.Blazor.Storage\OptionA.Blazor.Storage.csproj,File,OptionA.Blazor.Storage\OptionA.Blazor.Storage.csproj,,,Microsoft.Extensions.Configuration.Binder 9.0.1,,,,,"Microsoft.Extensions.Configuration.Binder, 9.0.1  Recommendation:  Remove Microsoft.Extensions.Configuration.Binder, and replace with new package Microsoft.Extensions.Configuration.Binder 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,OptionA.Blazor.Storage\OptionA.Blazor.Storage.csproj,File,OptionA.Blazor.Storage\OptionA.Blazor.Storage.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,OptionA.Blazor.Test\OptionA.Blazor.Test.csproj,File,OptionA.Blazor.Test\OptionA.Blazor.Test.csproj,,,Microsoft.AspNetCore.Components.WebAssembly 9.0.1,,,,,"Microsoft.AspNetCore.Components.WebAssembly, 9.0.1  Recommendation:  Remove Microsoft.AspNetCore.Components.WebAssembly, and replace with new package Microsoft.AspNetCore.Components.WebAssembly 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,OptionA.Blazor.Test\OptionA.Blazor.Test.csproj,File,OptionA.Blazor.Test\OptionA.Blazor.Test.csproj,,,Microsoft.AspNetCore.Components.WebAssembly.DevServer 9.0.1,,,,,"Microsoft.AspNetCore.Components.WebAssembly.DevServer, 9.0.1  Recommendation:  Remove Microsoft.AspNetCore.Components.WebAssembly.DevServer, and replace with new package Microsoft.AspNetCore.Components.WebAssembly.DevServer 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,OptionA.Blazor.Test\OptionA.Blazor.Test.csproj,File,OptionA.Blazor.Test\OptionA.Blazor.Test.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,OptionA.Blazor.Test\OptionA.Blazor.Test.csproj,File,OptionA.Blazor.Test\Program.cs,12,0,T:System.Uri,,,,,builder.Services.AddScoped(sp => new HttpClient { BaseAddress = new Uri(builder.HostEnvironment.BaseAddress) });
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,OptionA.Blazor.Test\OptionA.Blazor.Test.csproj,File,OptionA.Blazor.Test\Program.cs,12,0,M:System.Uri.#ctor(System.String),,,,,builder.Services.AddScoped(sp => new HttpClient { BaseAddress = new Uri(builder.HostEnvironment.BaseAddress) });
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,OptionA.Blazor.Test\OptionA.Blazor.Test.csproj,File,OptionA.Blazor.Test\Program.cs,12,0,T:System.Uri,,,,,builder.Services.AddScoped(sp => new HttpClient { BaseAddress = new Uri(builder.HostEnvironment.BaseAddress) });
